"Record ID","Auditor initials","Journal name","Does the journal recommend or mandate any relevant document? (e.g. EQUATOR guidelines, J Physiol Drummond good reporting series, J Appl Physiol Curran-Everett series)    * If the journal only mentions or highlights that external reporting guidelines exists, DO NOT tick the box in RedCap for the mentioned reporting guideline(s).  * If the journal recommends or mandates one or more external reporting guidelines, DO tick the box in RedCap for the mentioned reporting guideline(s).","Name(s) of reference document(s) (choice=AGREE)","Name(s) of reference document(s) (choice=APS_Rigor)","Name(s) of reference document(s) (choice=ARRIVE)","Name(s) of reference document(s) (choice=BRISQ)","Name(s) of reference document(s) (choice=CARE)","Name(s) of reference document(s) (choice=CHEERS)","Name(s) of reference document(s) (choice=CONSORT)","Name(s) of reference document(s) (choice=COREQ)","Name(s) of reference document(s) (choice=FORCE)","Name(s) of reference document(s) (choice=GRIPS)","Name(s) of reference document(s) (choice=ICMJE-recomm)","Name(s) of reference document(s) (choice=MOOSE)","Name(s) of reference document(s) (choice=PRISMA)","Name(s) of reference document(s) (choice=recomm-report-)","Name(s) of reference document(s) (choice=RECORD)","Name(s) of reference document(s) (choice=REFLECT)","Name(s) of reference document(s) (choice=REMARK)","Name(s) of reference document(s) (choice=RIGHT)","Name(s) of reference document(s) (choice=SAMPL)","Name(s) of reference document(s) (choice=SPIRIT)","Name(s) of reference document(s) (choice=SQUIRE)","Name(s) of reference document(s) (choice=SRQR)","Name(s) of reference document(s) (choice=stand-rep-qual-)","Name(s) of reference document(s) (choice=STARD)","Name(s) of reference document(s) (choice=STREGA)","Name(s) of reference document(s) (choice=STROBE)","Name(s) of reference document(s) (choice=STROND PART 1 AND 2)","Name(s) of reference document(s) (choice=TIDieR)","Name(s) of reference document(s) (choice=TOP)","Name(s) of reference document(s) (choice=TREND)","Name(s) of reference document(s) (choice=TRIPOD)","Report whether the study protocol was pre-registered, for clinical trials?",Comments,"Report whether the study protocol was pre-registered or registered, for all other study designs?",Comments,"Report all statistical tests performed?",Comments,"Report all outcomes?",Comments,"Report, for frequentist analysis, the alpha threshold (e.g. 0.05) that defines statistical significance?",Comments,"Report criteria used to exclude data?",Comments,"Report how any missing data were treated in the analyses?",Comments,"Report, for Bayesian analysis, the prior probabilities?",Comments,"Define all written measures that describe data variability?",Comments,"Describe data using mean and SD, where appropriate?",Comments,"Describe data using median and IQR, range, or both, where appropriate? ",Comments,"NOT use the SE or CI (e.g. 95% CI) to describe data?",Comments,"Report the P value for all tests of statistical significance? ",Comments,"Report exact P values (e.g. p = 0.021 or p < 0.001)?",Comments,"Report a measure of precision (e.g. 95% CI) for effect sizes? ",Comments,"NOT interpret P values above the alpha threshold as trends towards statistical significance or as statistically significant?",Comments,"Report, for Bayesian analysis, the posterior distribution with a measure of central tendency and a credibility interval?",Comments,"Define all plotted measures that summarise data variability or estimates of effect size?",Comments,"Plot the individual participant/ specimen data in all figures that summarise data variability or estimates of effect size?",Comments,"Make (de-identified) data used in the statistical analysis publicly available?",Comments,"Make data processing code or spreadsheets publicly available? ",Comments,"Make statistical analysis code or spreadsheets publicly available? ",Comments,"Were there inconsistencies within the Journal Instructions to authors? (e.g. Journal Instructions state 'do not report SEs' in text but, in another section of the Journal Instructions to authors, show examples of figures with SEs)","If YES, copy-paste relevant text, or comment",Complete?
89,MH,"experimental physiology",Yes,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,"NOTE: If the research study was registered (clause 35 of the Declaration of Helsinki) the registration database should be indicated, else the lack of registration should be noted as an exception (e.g. The study conformed to the standards set by the Declaration of Helsinki, except for registration in a database.);  ",Required/mandated,"NOTE: If the research study was registered (clause 35 of the Declaration of Helsinki) the registration database should be indicated, else the lack of registration should be noted as an exception (e.g. The study conformed to the standards set by the Declaration of Helsinki, except for registration in a database.);      Registered Reports are a form of empirical article in which the methods and proposed analyses are pre-registered and reviewed prior to research being conducted. ","Not mentioned",,"Not mentioned",,Required/mandated,,"Not mentioned","Clearly indicate any inclusion or exclusion criteria","Not mentioned","Clearly indicate any inclusion or exclusion criteria",Required/mandated,,Required/mandated," To characterise a normally distributed sample, report the mean (SD), and the number of samples (n). Use an appropriate number of significant figures. If samples are not normally distributed, use median and quartile values, or transform the data to obtain a more normal distribution. When describing the precision of estimation of a mean value, 95% confidence limits of the mean should be used, rather than the SEM. ",Required/mandated," To characterise a normally distributed sample, report the mean (SD), and the number of samples (n). Use an appropriate number of significant figures. If samples are not normally distributed, use median and quartile values, or transform the data to obtain a more normal distribution. When describing the precision of estimation of a mean value, 95% confidence limits of the mean should be used, rather than the SEM. ",Required/mandated," To characterise a normally distributed sample, report the mean (SD), and the number of samples (n). Use an appropriate number of significant figures. If samples are not normally distributed, use median and quartile values, or transform the data to obtain a more normal distribution. When describing the precision of estimation of a mean value, 95% confidence limits of the mean should be used, rather than the SEM. ",Required/mandated," To characterise a normally distributed sample, report the mean (SD), and the number of samples (n). Use an appropriate number of significant figures. If samples are not normally distributed, use median and quartile values, or transform the data to obtain a more normal distribution. When describing the precision of estimation of a mean value, 95% confidence limits of the mean should be used, rather than the SEM. ",Required/mandated,"Use the exact P value, to the appropriate number of decimals, particularly when values are near a stated limit. For example, P = 0.051 and P = 0.049 have very similar implications.",Required/mandated," To characterise a normally distributed sample, report the mean (SD), and the number of samples (n). Use an appropriate number of significant figures. If samples are not normally distributed, use median and quartile values, or transform the data to obtain a more normal distribution. When describing the precision of estimation of a mean value, 95% confidence limits of the mean should be used, rather than the SEM. ",Required/mandated," To characterise a normally distributed sample, report the mean (SD), and the number of samples (n). Use an appropriate number of significant figures. If samples are not normally distributed, use median and quartile values, or transform the data to obtain a more normal distribution. When describing the precision of estimation of a mean value, 95% confidence limits of the mean should be used, rather than the SEM. ",Required/mandated,"Use the exact P value, to the appropriate number of decimals, particularly when values are near a stated limit. For example, P = 0.051 and P = 0.049 have very similar implications.",Required/mandated,Implied,Required/mandated,Implied,Encouraged/recommended,"Where possible, graphs should show individual values, rather than solid bars indicating a mean value. If a plot of individual values obscures some of the data presented, a box and whisker plot can be used to show mean or median, and 95% confidence intervals or quartiles.",Encouraged/recommended,"Please state access codes for data deposition (e.g. protein/DNA/RNA sequences, macromolecular structures) and where relevant, indicate where computer source codes can be obtained.    Experimental Physiology is committed to encouraging the free exchange of scientific information and to promote progress in all areas of physiological research. Experimental Physiology requires, as a condition for publication, that nucleic acid and protein sequences, microarray data and data obtained using high throughput sequencing techniques, which support the results in the paper, should be archived in an appropriate public database (see below) and must be accessible without restriction from the date of publication.    Experimental Physiology requires the provision of a Data Availability Statement for all papers reporting original data, both in the manuscript and in the appropriate field during submission.  The Data Availability Statement should describe the availability of these data. If any data cannot be shared, the reason(s) should also be outlined in this statement. Authors must include in their Statement a link to the repository they have used (if applicable), reference the data in the appropriate sections(s) of their manuscript and cite the data they have shared in the References section. Whenever possible the scripts and other artefacts used to generate the analyses presented in the paper should also be publicly available/archived.   If sharing data compromises ethical standards or legal requirements then authors are not expected to share them, but should note this in their Statement. ",Encouraged/recommended,"Please state access codes for data deposition (e.g. protein/DNA/RNA sequences, macromolecular structures) and where relevant, indicate where computer source codes can be obtained.    Experimental Physiology requires the provision of a Data Availability Statement for all papers reporting original data, both in the manuscript and in the appropriate field during submission.  The Data Availability Statement should describe the availability of these data. If any data cannot be shared, the reason(s) should also be outlined in this statement. Authors must include in their Statement a link to the repository they have used (if applicable), reference the data in the appropriate sections(s) of their manuscript and cite the data they have shared in the References section. Whenever possible the scripts and other artefacts used to generate the analyses presented in the paper should also be publicly available/archived.   If sharing data compromises ethical standards or legal requirements then authors are not expected to share them, but should note this in their Statement. ",Encouraged/recommended,"Please state access codes for data deposition (e.g. protein/DNA/RNA sequences, macromolecular structures) and where relevant, indicate where computer source codes can be obtained.    Experimental Physiology requires the provision of a Data Availability Statement for all papers reporting original data, both in the manuscript and in the appropriate field during submission.  The Data Availability Statement should describe the availability of these data. If any data cannot be shared, the reason(s) should also be outlined in this statement. Authors must include in their Statement a link to the repository they have used (if applicable), reference the data in the appropriate sections(s) of their manuscript and cite the data they have shared in the References section. Whenever possible the scripts and other artefacts used to generate the analyses presented in the paper should also be publicly available/archived.   If sharing data compromises ethical standards or legal requirements then authors are not expected to share them, but should note this in their Statement. ",No,,Incomplete
90,MH,"neurological sciences",Yes,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Required/mandated,"All clinical trials must be registered in a public trials registry to be considered for publication, and authors should be compliant with the Consolidated Standards of Reporting Trials (CONSORT).","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,"We encourage research data to be archived in data repositories wherever possible.    A submission to the journal implies that materials described in the manuscript, including all relevant raw data, will be freely available to any researcher wishing to use them for non-commercial purposes, without breaching participant confidentiality.  The journal strongly encourages that all datasets on which the conclusions of the paper rely should be available to readers. We encourage authors to ensure that their datasets are either deposited in publicly available repositories (where available and appropriate) or presented in the main manuscript or additional supporting files whenever possible.","Not mentioned",,"Not mentioned",,No,,Incomplete
91,MH,"experimental neurobiology",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Incomplete
92,MH,"brain and language",Yes,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings. To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",Encouraged/recommended,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings. To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",Encouraged/recommended,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings. To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",No,,Incomplete
93,MH,"gait & posture",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings. To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",Encouraged/recommended,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings. To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",Encouraged/recommended,"This journal encourages and enables you to share data that supports your research publication where appropriate, and enables you to interlink the data with your published articles. Research data refers to the results of observations or experimentation that validate research findings. To facilitate reproducibility and data reuse, this journal also encourages you to share your software, code, models, algorithms, protocols, methods and other useful materials related to the project.",No,,Incomplete
94,AB,"journal of applied physiology",Yes,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,,"Not mentioned",,Required/mandated,"figures only -   Information reported in figures and legends are required to describe each individual experiment presented, including the number of samples or animals used, the statistical test performed, ","Not mentioned",,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,"Not specifically stated  but does state Report variability using a standard deviation",Required/mandated,"Report variability using a standard deviation  then later states for tables:	  Statistical measures of variations, SD, SE, etc., must be identified. (Example: ""Values are means ± SE."")",Required/mandated,,"Not mentioned",,Required/mandated,,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,"Authors are strongly encouraged to present graphical data in a format that shows the range of data points in relation to the mean value and significance (i.e. dot-whisker plots) rather than formats that may mask the variability (i.e. bar graphs).","Not mentioned",,Encouraged/recommended,"strongly encouraged",Encouraged/recommended,"strongly encouraged","Not mentioned",,No,,Complete
95,AB,"developmental neuroscience",Yes,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Required/mandated,,"Not mentioned",,Required/mandated,"The Results section should describe the most important findings of the study, analysis, or experiment. ",Required/mandated,"The Results section should describe the most important findings of the study, analysis, or experiment.   The most important results should be indicated, and relevant trends and patterns should be described.","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,No,,Complete
96,AB,"behavioural brain research",Yes,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Encouraged/recommended,,Encouraged/recommended,,Encouraged/recommended,,No,,Complete
97,AB,"bmc neuroscience",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,Required/mandated,,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,Required/mandated,,Required/mandated,"does not mention IQR but does mention SD SEM and CI where appropriate","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,"general guideline only for all measures",Required/mandated,"for n < 6, individual data   values should be shown rather than summary statistics alone",Required/mandated,"Inst to authors doc: For all journals, BioMed Central strongly encourages all datasets    vs    Min reporting guidelines BMC: All datasets on which the conclusions of the paper rely must be either deposited in publicly   available repositories",Required/mandated,,"Not mentioned",,Yes,"Inst to authors doc: For all journals, BioMed Central strongly encourages all datasets    vs    Min reporting guidelines BMC: All datasets on which the conclusions of the paper rely must be either deposited in publicly   available repositories",Complete
98,AB,"journal of physiological sciences",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,Required/mandated,,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,,"Not mentioned",,"Not mentioned",,No,,Complete
99,AB,"journal of comparative neurology",Yes,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,"WILEY doc SUGGETS THIS FOR JOURNAL instructions but journal instructions did not have this.  A suitable statement about this in journal instructions for authors might read: ""We require that clinical trials are prospectively registered in a publicly accessible database. Please include the name of the trial register and your clinical trial registration number at the end of your abstract. ","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,"Tables only: Statistical measures such as SD or SEM should be identified in the headings.","Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,Required/mandated,"Figures: define/explain all abbreviations and units of measurement.","Not mentioned",,Required/mandated,,"Not mentioned",,"Not mentioned","GUIDELINES ?? Editors should encourage authors to follow their discipline's guidelines for accurate and complete reporting of research.  -     Animal WILEY -Journals should encourage authors to adhere to animal research reporting standards, for example the ARRIVE reporting guidelines, which describe the details journals should require from authors regarding:",No,,Complete
100,AB,"brain research",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned","explain all symbols and abbreviations used   DOES NOT SEPCIFICALLY MENTION VARIABILITY","Not mentioned",,Encouraged/recommended,,Encouraged/recommended,,Encouraged/recommended,,No,,Complete
101,SG,"brain and behavior",Yes,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Required/mandated,,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned",,"Not mentioned","They say if stuff available tell us! No encouragement.  Applies other aspects of availability.   Note re first box: various guidelines are mentioned and ticked by me at best it is 'encouragement' but not strong!  This will be common to many journals",No,,Complete
